Position,Const,Created,Modified,Description,Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors
457,tt1745787,2017-05-09,2017-05-09,,Plemya,http://www.imdb.com/title/tt1745787/,movie,7.1,126,2014,"Crime, Drama",8291,2014-05-21,Myroslav Slaboshpytskyi
458,tt0103186,2017-05-14,2017-05-14,,Vacas,http://www.imdb.com/title/tt0103186/,movie,7.2,96,1992,"Drama, Mystery, Romance, War",3016,1992-02-26,Julio Medem
459,tt3839880,2017-05-16,2017-05-16,,Infinity Chamber,http://www.imdb.com/title/tt3839880/,movie,6.1,103,2016,"Sci-Fi, Thriller",2405,2016-05-01,Travis Milloy
460,tt0093560,2017-05-16,2017-05-16,,The Monster Squad,http://www.imdb.com/title/tt0093560/,movie,7.1,79,1987,"Action, Comedy, Fantasy, Horror",21989,1987-08-14,Fred Dekker
461,tt3521126,2017-05-16,2017-05-16,,The Disaster Artist,http://www.imdb.com/title/tt3521126/,movie,8.1,104,2017,"Biography, Comedy, Drama",17933,2017-09-11,James Franco
462,tt0065436,2017-05-16,2017-05-16,,Auch Zwerge haben klein angefangen,http://www.imdb.com/title/tt0065436/,movie,7.1,96,1970,"Comedy, Drama",4618,1970-05-01,Werner Herzog
463,tt0096446,2017-05-19,2017-05-19,,Willow,http://www.imdb.com/title/tt0096446/,movie,7.3,126,1988,"Action, Adventure, Drama, Fantasy, Romance",87051,1988-05-20,Ron Howard
464,tt5114356,2017-05-20,2017-05-20,,Legion,http://www.imdb.com/title/tt5114356/,tvSeries,8.5,60,2017,"Action, Drama, Sci-Fi, Thriller",52229,2017-01-26,
465,tt6777338,2017-05-21,2017-05-21,,Ak-Nyeo,http://www.imdb.com/title/tt6777338/,movie,6.7,129,2017,"Action, Crime, Drama",3640,2017-05-21,Byung-gil Jung
466,tt5909128,2017-05-23,2017-05-23,,Molot,http://www.imdb.com/title/tt5909128/,movie,4.7,111,2016,Drama,164,2016-11-03,Nurbek Egen
467,tt5207204,2017-05-23,2017-05-23,,Dvadtsat vosem panfilovtsev,http://www.imdb.com/title/tt5207204/,movie,7.0,105,2016,"Action, Drama, History, War",2916,2016-11-02,"Andrey Shalopa, Kim Druzhinin"
468,tt0409904,2017-05-28,2017-05-28,,Dnevnoy dozor,http://www.imdb.com/title/tt0409904/,movie,6.5,132,2006,"Action, Fantasy, Thriller",31098,2006-01-01,Timur Bekmambetov
469,tt0100234,2017-05-29,2017-05-29,,Nema-ye Nazdik,http://www.imdb.com/title/tt0100234/,movie,8.3,98,1990,"Biography, Crime, Drama",10605,1990-02-01,Abbas Kiarostami
470,tt1020773,2017-05-29,2017-05-29,,Copie conforme,http://www.imdb.com/title/tt1020773/,movie,7.3,106,2010,Drama,16550,2010-05-18,Abbas Kiarostami
471,tt0063794,2017-05-30,2017-05-30,,Voyna i mir,http://www.imdb.com/title/tt0063794/,movie,7.9,427,1966,"Drama, History, Romance, War",5100,1966-03-12,Sergey Bondarchuk
472,tt5886510,2017-05-31,2017-05-31,,Tour de Pharmacy,http://www.imdb.com/title/tt5886510/,tvMovie,7.1,39,2017,"Comedy, Sport",5685,2017-07-08,Jake Szymanski
473,tt3335606,2017-06-02,2017-06-02,,Berlin Syndrome,http://www.imdb.com/title/tt3335606/,movie,6.3,116,2017,"Drama, Horror, Mystery, Thriller",12178,2017-01-20,Cate Shortland
474,tt4935372,2017-06-02,2017-06-02,,The Devil's Candy,http://www.imdb.com/title/tt4935372/,movie,6.5,79,2015,Horror,9112,2015-09-13,Sean Byrne
475,tt6360332,2017-06-10,2017-06-10,,Is Genesis History?,http://www.imdb.com/title/tt6360332/,movie,3.9,100,2017,Documentary,1041,2017-02-23,Thomas Purifoy
476,tt0099978,2017-06-13,2017-06-13,,Laser Mission,http://www.imdb.com/title/tt0099978/,movie,3.5,84,1989,"Action, Adventure, Thriller",1647,1989-11-01,BJ Davis
477,tt5165936,2017-06-15,2017-06-15,,Daemonium: Underground Soldier,http://www.imdb.com/title/tt5165936/,movie,4.3,120,2015,"Action, Fantasy, Sci-Fi",414,2015-11-05,Pablo Parés
478,tt6574146,2017-06-15,2017-06-15,,Blame!,http://www.imdb.com/title/tt6574146/,movie,6.7,106,2017,"Animation, Action, Drama, Sci-Fi, Thriller",3576,2017-05-20,Hiroyuki Seshita
479,tt5923962,2017-06-15,2017-06-15,,Gantz: O,http://www.imdb.com/title/tt5923962/,movie,7.2,95,2016,"Animation, Drama, Fantasy, Horror, Sci-Fi, Thriller",5653,2016-09-08,"Yasushi Kawamura, Keiichi Saitô"
480,tt0066434,2017-06-27,2017-06-27,,THX 1138,http://www.imdb.com/title/tt0066434/,movie,6.8,86,1971,"Drama, Sci-Fi, Thriller",42229,1971-03-11,George Lucas
481,tt0072443,2017-07-02,2017-07-02,,Zerkalo,http://www.imdb.com/title/tt0072443/,movie,8.2,107,1975,"Biography, Drama",26739,1975-03-07,Andrei Tarkovsky
482,tt0412535,2017-07-07,2017-07-07,,Brice de Nice,http://www.imdb.com/title/tt0412535/,movie,5.0,98,2005,Comedy,5467,2005-03-30,James Huth
483,tt2943178,2017-07-09,2017-07-09,,Heidiland,http://www.imdb.com/title/tt2943178/,movie,,,,"Action, Adventure, Comedy",,,Johannes Hartmann
484,tt2076850,2017-07-14,2017-07-14,,Flukt,http://www.imdb.com/title/tt2076850/,movie,6.1,78,2012,"Action, History, Thriller",3451,2012-09-20,Roar Uthaug
485,tt5973364,2017-07-15,2017-07-15,,Lemon,http://www.imdb.com/title/tt5973364/,movie,4.6,83,2017,"Comedy, Drama",821,2017-01-22,Janicza Bravo
486,tt2378507,2017-07-15,2017-07-15,,The Glass Castle,http://www.imdb.com/title/tt2378507/,movie,7.2,127,2017,"Biography, Drama",10197,2017-08-11,Destin Daniel Cretton
487,tt0055910,2017-07-18,2017-07-18,,Les dimanches de Ville d'Avray,http://www.imdb.com/title/tt0055910/,movie,7.9,110,1962,Drama,2284,1962-11-12,Serge Bourguignon
488,tt5580390,2017-07-19,2017-07-19,,The Shape of Water,http://www.imdb.com/title/tt5580390/,movie,8.2,123,2017,"Adventure, Drama, Fantasy, Horror, Romance, Thriller",9919,2017-08-31,Guillermo del Toro
489,tt4881364,2017-07-19,2017-07-19,,Anti Matter,http://www.imdb.com/title/tt4881364/,movie,6.1,109,2016,"Mystery, Sci-Fi",3574,2016-09-23,Keir Burrows
490,tt0060107,2017-07-22,2017-07-22,,Andrey Rublev,http://www.imdb.com/title/tt0060107/,movie,8.3,205,1966,"Biography, Drama, History",29193,1966-12-01,Andrei Tarkovsky
491,tt0059113,2017-07-31,2017-07-31,,Doctor Zhivago,http://www.imdb.com/title/tt0059113/,movie,8.0,197,1965,"Drama, Romance, War",60142,1965-12-22,David Lean
492,tt0410730,2017-08-07,2017-08-07,,Taxidermia,http://www.imdb.com/title/tt0410730/,movie,7.0,91,2006,"Comedy, Drama, Horror",14308,2006-02-03,György Pálfi
493,tt3671480,2017-08-07,2017-08-07,,Szabadesés,http://www.imdb.com/title/tt3671480/,movie,6.7,80,2014,"Comedy, Drama",896,2014-05-03,György Pálfi
494,tt1216520,2017-08-07,2017-08-07,,Womb,http://www.imdb.com/title/tt1216520/,movie,6.4,111,2010,"Drama, Romance, Sci-Fi",11476,2010-07-15,Benedek Fliegauf
495,tt0118906,2017-08-07,2017-08-07,,Csinibaba,http://www.imdb.com/title/tt0118906/,movie,7.5,100,1997,"Comedy, Musical",1578,1997-02-20,Péter Tímár
496,tt0364058,2017-08-07,2017-08-07,,Tesó,http://www.imdb.com/title/tt0364058/,movie,7.1,84,2003,Comedy,380,2003-02-02,Zsombor Dyga
497,tt0237993,2017-08-07,2017-08-07,,101 Reykjavík,http://www.imdb.com/title/tt0237993/,movie,6.9,88,2000,"Comedy, Romance",8663,2000-06-01,Baltasar Kormákur
498,tt1129428,2017-08-07,2017-08-07,,Mum & Dad,http://www.imdb.com/title/tt1129428/,movie,5.9,84,2008,"Horror, Thriller",5115,2008-08-22,Steven Sheil
499,tt0112887,2017-08-07,2017-08-07,,The Doom Generation,http://www.imdb.com/title/tt0112887/,movie,6.0,83,1995,"Action, Comedy, Crime, Drama, Thriller",12243,1995-01-26,Gregg Araki
500,tt2238050,2017-08-07,2017-08-07,,White Bird in a Blizzard,http://www.imdb.com/title/tt2238050/,movie,6.4,91,2014,"Drama, Mystery, Thriller",23603,2014-01-20,Gregg Araki
501,tt0370986,2017-08-07,2017-08-07,,Mysterious Skin,http://www.imdb.com/title/tt0370986/,movie,7.7,105,2004,"Drama, Mystery",60190,2004-09-03,Gregg Araki
502,tt1523483,2017-08-07,2017-08-07,,Kaboom,http://www.imdb.com/title/tt1523483/,movie,5.7,86,2010,"Comedy, Mystery, Romance, Sci-Fi, Thriller",11204,2010-05-15,Gregg Araki
503,tt0119809,2017-08-07,2017-08-07,,Nowhere,http://www.imdb.com/title/tt0119809/,movie,6.4,82,1997,"Comedy, Drama, Sci-Fi",7181,1997-05-09,Gregg Araki
504,tt0113540,2017-08-07,2017-08-07,,Kids,http://www.imdb.com/title/tt0113540/,movie,7.0,91,1995,Drama,63753,1995-01-01,Larry Clark
505,tt0209077,2017-08-07,2017-08-07,,Ken Park,http://www.imdb.com/title/tt0209077/,movie,5.9,93,2002,Drama,26403,2002-08-31,"Larry Clark, Edward Lachman"
506,tt0286244,2017-08-07,2017-08-07,,Les triplettes de Belleville,http://www.imdb.com/title/tt0286244/,movie,7.8,78,2003,"Animation, Comedy, Drama",45330,2003-05-18,Sylvain Chomet
507,tt0060666,2017-08-07,2017-08-07,,Manos: The Hands of Fate,http://www.imdb.com/title/tt0060666/,movie,1.9,70,1966,Horror,32301,1966-11-15,Harold P. Warren
508,tt0920458,2017-08-07,2017-08-07,,Flammen & Citronen,http://www.imdb.com/title/tt0920458/,movie,7.3,130,2008,"Action, Drama, History, Romance, Thriller, War",15499,2008-03-28,Ole Christian Madsen
509,tt6298780,2017-08-07,2017-08-07,,Sharknado 5: Global Swarming,http://www.imdb.com/title/tt6298780/,tvMovie,4.2,93,2017,"Comedy, Horror, Sci-Fi",2367,2017-08-06,Anthony C. Ferrante
510,tt0161081,2017-08-10,2017-08-10,,What Lies Beneath,http://www.imdb.com/title/tt0161081/,movie,6.6,130,2000,"Drama, Fantasy, Horror, Mystery, Thriller",104446,2000-07-18,Robert Zemeckis
511,tt4771704,2017-08-11,2017-08-11,,Gesu no ai,http://www.imdb.com/title/tt4771704/,movie,6.5,110,2015,"Drama, Romance",268,2015-10-24,Eiji Uchida
512,tt0077247,2017-08-14,2017-08-14,,The Incredible Torture Show,http://www.imdb.com/title/tt0077247/,movie,4.8,84,1976,"Comedy, Horror",4400,1976-11-03,Joel M. Reed
513,tt1682180,2017-08-14,2017-08-14,,Stoker,http://www.imdb.com/title/tt1682180/,movie,6.8,99,2013,"Drama, Thriller",91975,2013-01-20,Chan-wook Park
514,tt0063374,2017-08-16,2017-08-16,,The Odd Couple,http://www.imdb.com/title/tt0063374/,movie,7.7,105,1968,Comedy,27055,1968-05-02,Gene Saks
515,tt0070130,2017-08-17,2017-08-17,,La grande bouffe,http://www.imdb.com/title/tt0070130/,movie,7.2,130,1973,"Comedy, Drama",9737,1973-05-21,Marco Ferreri
516,tt2534634,2017-08-17,2017-08-17,,Miekkailija,http://www.imdb.com/title/tt2534634/,movie,7.2,99,2015,"Drama, History, Sport",3413,2015-03-13,Klaus Härö
517,tt3170902,2017-08-17,2017-08-17,,Theeb,http://www.imdb.com/title/tt3170902/,movie,7.2,100,2014,"Adventure, Drama, Thriller",7900,2014-09-04,Naji Abu Nowar
518,tt4411504,2017-08-17,2017-08-17,,El Clan,http://www.imdb.com/title/tt4411504/,movie,7.0,108,2015,"Biography, Crime, Drama, Thriller",9442,2015-08-13,Pablo Trapero
519,tt3966404,2017-08-17,2017-08-17,,Mustang,http://www.imdb.com/title/tt3966404/,movie,7.6,97,2015,Drama,26139,2015-05-19,Deniz Gamze Ergüven
520,tt1167611,2017-08-17,2017-08-17,,Non essere cattivo,http://www.imdb.com/title/tt1167611/,movie,7.2,100,2015,"Crime, Drama",2352,2015-09-07,Claudio Caligari
521,tt1244668,2017-08-17,2017-08-17,,Soul Kitchen,http://www.imdb.com/title/tt1244668/,movie,7.3,99,2009,"Comedy, Drama",31606,2009-09-10,Fatih Akin
522,tt0499537,2017-08-17,2017-08-17,,Offside,http://www.imdb.com/title/tt0499537/,movie,7.3,93,2006,"Comedy, Drama, Sport",6385,2006-02-01,Jafar Panahi
523,tt0191043,2017-08-17,2017-08-17,,Rang-e khoda,http://www.imdb.com/title/tt0191043/,movie,8.2,90,1999,"Drama, Family",12677,1999-02-08,Majid Majidi
524,tt0441909,2017-08-17,2017-08-17,,Volver,http://www.imdb.com/title/tt0441909/,movie,7.6,121,2006,"Comedy, Crime, Drama, Mystery",82889,2006-03-10,Pedro Almodóvar
525,tt1764141,2017-08-17,2017-08-17,,678,http://www.imdb.com/title/tt1764141/,movie,7.5,100,2010,Drama,3340,2010-12-12,Mohamed Diab
526,tt1364478,2017-08-17,2017-08-17,,Casanegra,http://www.imdb.com/title/tt1364478/,movie,6.9,131,2008,Drama,523,2008-12-12,Nour Eddine Lakhmari
527,tt0109185,2017-08-17,2017-08-17,,Bab El Oued City,http://www.imdb.com/title/tt0109185/,movie,6.4,93,1994,"Comedy, Drama",160,1994-11-10,Merzak Allouache
528,tt1547638,2017-08-17,2017-08-17,,Les barons,http://www.imdb.com/title/tt1547638/,movie,6.7,111,2009,Comedy,853,2009-10-02,Nabil Ben Yadir
529,tt0312687,2017-08-17,2017-08-17,,La fille de Keltoum,http://www.imdb.com/title/tt0312687/,movie,7.2,106,2001,Drama,248,2001-09-13,Mehdi Charef
530,tt0825236,2017-08-17,2017-08-17,,Sukkar banat,http://www.imdb.com/title/tt0825236/,movie,7.2,95,2007,"Comedy, Drama, Romance",10560,2007-05-20,Nadine Labaki
531,tt1068649,2017-08-17,2017-08-17,,Il y a longtemps que je t'aime,http://www.imdb.com/title/tt1068649/,movie,7.6,117,2008,Drama,18484,2008-02-14,Philippe Claudel
532,tt2024519,2017-08-17,2017-08-17,,The Broken Circle Breakdown,http://www.imdb.com/title/tt2024519/,movie,7.8,111,2012,"Drama, Music, Romance",33562,2012-10-10,Felix van Groeningen
533,tt0986264,2017-08-17,2017-08-17,,Taare Zameen Par,http://www.imdb.com/title/tt0986264/,movie,8.5,165,2007,"Drama, Family",113883,2007-12-21,"Aamir Khan, Amole Gupte"
534,tt0390221,2017-08-17,2017-08-17,,Maria Full of Grace,http://www.imdb.com/title/tt0390221/,movie,7.5,101,2004,"Crime, Drama",31747,2004-01-18,Joshua Marston
535,tt1064932,2017-08-17,2017-08-17,,Bienvenue chez les Ch'tis,http://www.imdb.com/title/tt1064932/,movie,7.1,106,2008,"Comedy, Romance",33752,2008-01-17,Dany Boon
536,tt1821593,2017-08-17,2017-08-17,,Rundskop,http://www.imdb.com/title/tt1821593/,movie,7.4,129,2011,"Crime, Drama",19376,2011-02-02,Michaël R. Roskam
537,tt0388505,2017-08-17,2017-08-17,,"Va, vis et deviens",http://www.imdb.com/title/tt0388505/,movie,7.9,140,2005,Drama,5316,2005-02-11,Radu Mihaileanu
538,tt0424227,2017-08-25,2017-08-25,,Lakposhtha parvaz mikonand,http://www.imdb.com/title/tt0424227/,movie,8.1,98,2004,"Drama, War",14948,2004-09-10,Bahman Ghobadi
539,tt4995790,2017-08-26,2017-08-26,,The Square,http://www.imdb.com/title/tt4995790/,movie,7.7,142,2017,"Comedy, Drama",11334,2017-05-20,Ruben Östlund
540,tt5074352,2017-08-26,2017-08-26,,Dangal,http://www.imdb.com/title/tt5074352/,movie,8.6,161,2016,"Action, Biography, Drama, Sport",79069,2016-12-21,Nitesh Tiwari
541,tt1055300,2017-08-31,2017-08-31,,Hua pi,http://www.imdb.com/title/tt1055300/,movie,6.4,103,2008,"Action, Drama, Fantasy, Thriller",3782,2008-09-25,"Gordon Chan, Andy Wing-Keung Chin, Danny Ko"
542,tt5742374,2017-09-08,2017-09-08,,You Were Never Really Here,http://www.imdb.com/title/tt5742374/,movie,7.4,85,2017,"Drama, Mystery, Thriller",2180,2017-05-27,Lynne Ramsay
543,tt5901326,2017-09-10,2017-09-10,,Ice Sharks,http://www.imdb.com/title/tt5901326/,tvMovie,3.2,85,2016,"Action, Adventure, Horror, Sci-Fi",594,2016-07-26,Emile Edwin Smith
544,tt2016894,2017-09-13,2017-09-13,,Ek Tha Tiger,http://www.imdb.com/title/tt2016894/,movie,5.4,132,2012,"Action, Adventure, Romance",23733,2012-08-15,Kabir Khan
545,tt5308322,2017-09-16,2017-09-16,,Happy Death Day,http://www.imdb.com/title/tt5308322/,movie,6.5,96,2017,"Horror, Mystery, Thriller",27560,2017-10-07,Christopher Landon
546,tt0422091,2017-09-16,2017-09-16,,Dhoom,http://www.imdb.com/title/tt0422091/,movie,6.7,129,2004,"Action, Crime, Thriller",15098,2004-08-27,Sanjay Gadhvi
547,tt0441048,2017-09-16,2017-09-16,,Dhoom:2,http://www.imdb.com/title/tt0441048/,movie,6.4,152,2006,"Action, Crime, Thriller",19559,2006-11-23,Sanjay Gadhvi
548,tt1833673,2017-09-16,2017-09-16,,Dhoom:3,http://www.imdb.com/title/tt1833673/,movie,5.4,172,2013,"Action, Adventure, Thriller",37385,2013-12-19,Vijay Krishna Acharya
549,tt3410408,2017-09-16,2017-09-16,,Rocky Handsome,http://www.imdb.com/title/tt3410408/,movie,6.8,119,2016,"Action, Crime, Thriller",5545,2016-03-25,Nishikant Kamat
550,tt0097108,2017-09-28,2017-09-28,,"The Cook, the Thief, His Wife & Her Lover",http://www.imdb.com/title/tt0097108/,movie,7.6,124,1989,"Crime, Drama",29293,1989-09-04,Peter Greenaway
551,tt5636668,2017-09-28,2017-09-28,,Ji yi da shi,http://www.imdb.com/title/tt5636668/,movie,6.6,119,2017,"Mystery, Thriller",491,2017-04-28,Leste Chen
552,tt3748172,2017-10-01,2017-10-01,,Gerald's Game,http://www.imdb.com/title/tt3748172/,movie,6.7,103,2017,"Drama, Horror, Thriller",32437,2017-09-24,Mike Flanagan
553,tt0997147,2017-10-01,2017-10-01,,Dai-Nihonjin,http://www.imdb.com/title/tt0997147/,movie,6.4,113,2007,"Action, Comedy, Sci-Fi",2903,2007-05-19,Hitoshi Matsumoto
554,tt1167638,2017-10-11,2017-10-11,,L'immortel,http://www.imdb.com/title/tt1167638/,movie,6.7,117,2010,"Action, Crime, Thriller",28011,2010-03-24,Richard Berry
555,tt0407621,2017-10-16,2017-10-16,,Calvaire,http://www.imdb.com/title/tt0407621/,movie,6.2,88,2004,Horror,10210,2004-05-18,Fabrice du Welz
556,tt5935704,2017-10-22,2017-10-22,,Padmavati,http://www.imdb.com/title/tt5935704/,movie,,164,,"Action, Drama, History, Romance",,,Sanjay Leela Bhansali
557,tt0055032,2017-10-30,2017-10-30,,Jules et Jim,http://www.imdb.com/title/tt0055032/,movie,7.9,105,1962,"Drama, Romance",30517,1962-01-23,François Truffaut
558,tt0330702,2017-10-31,2017-10-31,,Non ti muovere,http://www.imdb.com/title/tt0330702/,movie,7.1,125,2004,"Drama, Romance",7012,2004-03-08,Sergio Castellitto
559,tt0047528,2017-10-31,2017-10-31,,La strada,http://www.imdb.com/title/tt0047528/,movie,8.1,108,1954,Drama,49835,1954-09-06,Federico Fellini
560,tt0053198,2017-10-31,2017-10-31,,Les quatre cents coups,http://www.imdb.com/title/tt0053198/,movie,8.1,99,1959,"Crime, Drama",79936,1959-05-04,François Truffaut
561,tt0285441,2017-10-31,2017-10-31,,Atanarjuat,http://www.imdb.com/title/tt0285441/,movie,7.5,172,2001,Drama,5808,2001-05-13,Zacharias Kunuk
562,tt2674426,2017-11-01,2017-11-01,,Me Before You,http://www.imdb.com/title/tt2674426/,movie,7.4,106,2016,"Drama, Romance",134903,2016-05-23,Thea Sharrock
563,tt5136874,2017-11-09,2017-11-09,,Mind Cage,http://www.imdb.com/title/tt5136874/,movie,,83,2016,Thriller,,2016-01-01,Amit Dubey
564,tt0147612,2017-11-29,2017-11-29,,Happiness,http://www.imdb.com/title/tt0147612/,movie,7.8,134,1998,"Comedy, Drama",59159,1998-05-15,Todd Solondz
565,tt0090163,2017-11-29,2017-11-29,,Threads,http://www.imdb.com/title/tt0090163/,tvMovie,8.1,112,1984,"Drama, Sci-Fi, War",8157,1984-09-23,Mick Jackson
566,tt0085809,2017-12-02,2017-12-02,,Koyaanisqatsi,http://www.imdb.com/title/tt0085809/,movie,8.3,86,1982,"Documentary, Music",29368,1982-04-27,Godfrey Reggio
567,tt4084744,2017-12-10,2017-12-10,,Bitva za Sevastopol,http://www.imdb.com/title/tt4084744/,movie,7.2,110,2015,"Biography, Drama, Romance, War",6452,2015-04-02,Sergey Mokritskiy
568,tt4906960,2017-12-19,2017-12-19,,Baadshaho,http://www.imdb.com/title/tt4906960/,movie,5.1,136,2017,"Action, Adventure, Thriller",2836,2017-08-31,Milan Luthria
569,tt2261227,2017-12-24,2017-12-24,,Altered Carbon,http://www.imdb.com/title/tt2261227/,tvSeries,,60,2018,Sci-Fi,,2018-02-02,
570,tt6484982,2017-12-27,2017-12-27,,Newton,http://www.imdb.com/title/tt6484982/,movie,8.0,106,2017,Drama,5291,2017-02-10,Amit Masurkar
571,tt6878038,2017-12-27,2017-12-27,,Taeksi Woonjunsa,http://www.imdb.com/title/tt6878038/,movie,7.9,137,2017,"Action, Drama, History",2893,2017-08-02,Hun Jang
572,tt5027774,2017-12-27,2017-12-27,,"Three Billboards Outside Ebbing, Missouri",http://www.imdb.com/title/tt5027774/,movie,8.4,115,2017,"Comedy, Crime, Drama",16556,2017-09-04,Martin McDonagh
